time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-29 12:46:14.989768,1,pcci,0,0,0,4922,9844,4922,0,0,START PROGRAM
2023-01-29 12:46:34.298030,1,pcci,1,0,0,4922,9844,4922,0,0,"Page Loaded, Go to Page"
2023-01-29 13:00:27.767303,1,pcci,1,0,0,4922,9844,4867,0,0,Check Expired session in FIND LAST PAGE MINED
2023-01-29 13:00:40.012397,1,pcci,1,0,0,4922,9844,4922,0,0,Resume Mining
2023-01-29 13:00:41.024264,1,pcci,1,0,0,4922,9844,4922,0,0,CSV Not Found
2023-01-29 13:31:31.454237,1,pcci,1,0,0,4922,9844,5201,2800,5,Saved Data
2023-01-29 15:12:42.715793,1,pcci,1,0,0,4922,9844,5201,0,0,Check Expired session in FIND LAST PAGE DETAIL MINED
2023-01-29 16:09:36.640301,1,pcci,1,0,0,4922,9844,5201,0,0,RESTART PROGRAM
2023-01-29 16:09:58.384561,1,pcci,2,0,0,4922,9844,5201,0,0,"Page Loaded, Go to Page"
2023-01-29 16:24:33.743211,1,pcci,2,0,0,4922,9844,5115,0,0,Check Expired session in FIND LAST PAGE MINED
2023-01-29 16:24:46.668968,1,pcci,2,0,0,4922,9844,5201,0,0,Resume Mining
2023-01-29 16:54:56.972853,1,pcci,2,0,0,4922,9844,5444,5240,5,Saved Data
2023-01-29 17:03:29.917270,1,pcci,2,0,0,4922,9844,5444,0,0,Check Expired session in FIND LAST PAGE DETAIL MINED
2023-01-29 17:14:34.417564,1,pcci,2,0,0,4922,9844,5444,0,0,RESTART PROGRAM
2023-01-29 17:15:02.477893,1,pcci,3,0,0,4922,9844,5444,0,0,"Page Loaded, Go to Page"
2023-01-29 17:31:40.851413,1,pcci,3,0,0,4922,9844,5444,0,0,RESTART PROGRAM
2023-01-29 17:32:21.813554,1,pcci,4,0,0,4922,9844,5444,0,0,"Page Loaded, Go to Page"
2023-01-29 18:02:35.624456,1,pcci,4,0,0,4922,9844,5399,0,0,Check Expired session in FIND LAST PAGE MINED
2023-01-29 18:02:59.287273,1,pcci,4,0,0,4922,9844,5444,0,0,Resume Mining
2023-01-29 18:17:21.002323,1,pcci,4,0,0,4922,9844,5565,6460,5,Saved Data
2023-01-29 18:27:22.075142,1,pcci,4,0,0,4922,9844,5565,6460,5,RESTART PROGRAM
2023-01-29 18:27:49.435138,1,pcci,5,0,0,4922,9844,5565,6460,5,"Page Loaded, Go to Page"
2023-01-29 18:52:45.842175,1,pcci,5,0,0,4922,9844,5287,6460,5,Check Expired session in FIND LAST PAGE MINED
2023-01-29 18:53:24.979576,1,pcci,5,0,0,4922,9844,5565,6460,5,Resume Mining
2023-01-29 19:12:45.007317,1,pcci,5,0,0,4922,9844,5766,8510,5,Saved Data
2023-01-29 19:12:50.199887,1,pcci,5,0,0,4922,9844,5766,6460,5,Fail Click
2023-01-29 19:12:50.207042,1,pcci,5,0,0,4922,9844,5766,6460,5,End Session
2023-01-29 19:13:28.231770,1,pcci,6,0,0,4922,9844,5565,6460,5,"Page Loaded, Go to Page"
2023-01-29 19:37:17.919126,1,pcci,6,0,0,4922,9844,5561,6460,5,Check Expired session in FIND LAST PAGE MINED
2023-01-29 19:37:23.631962,1,pcci,6,0,0,4922,9844,5565,6460,5,Resume Mining
2023-01-29 19:58:22.188067,1,pcci,6,0,0,4922,9844,5613,9060,5,Saved Data
2023-01-29 20:00:59.503178,1,pcci,6,0,0,4922,9844,5613,6460,5,Check Expired session in FIND LAST PAGE DETAIL MINED
2023-01-29 20:01:00.067931,1,pcci,6,0,1,4922,9844,5613,6460,5,Expired session
2023-01-29 20:01:30.122544,1,pcci,6,0,1,4922,9844,5613,6460,5,Fail Click
2023-01-29 20:01:30.130539,1,pcci,6,0,1,4922,9844,5613,6460,5,End Session
2023-01-29 22:59:40.207192,1,pcci,6,0,1,4922,9844,5613,6460,5,RESTART PROGRAM
2023-01-29 23:00:13.021850,1,pcci,7,0,1,4922,9844,5613,6460,5,"Portal Web Loaded, Go to Page"
2023-01-29 23:16:05.859076,1,pcci,7,0,1,4922,9844,5613,6460,5,Check Expired session in FIND LAST PAGE MINED
2023-01-29 23:16:13.294132,1,pcci,7,0,1,4922,9844,5613,6460,5,Resume Mining
2023-01-29 23:45:10.775712,1,pcci,7,0,1,4922,9844,5858,11530,5,Saved Data
